0.000	4.000	F:min7
4.000	8.000	Bb:min7
8.000	12.000	Eb:7
12.000	16.000	Ab:maj7
16.000	20.000	Db:maj7
20.000	24.000	G:7
24.000	32.000	C:maj7
32.000	36.000	C:min7
36.000	40.000	F:min7
40.000	44.000	Bb:7
44.000	48.000	Eb:maj7
48.000	52.000	Ab:maj7
52.000	54.000	A:hdim7
54.000	56.000	D:7
56.000	62.000	G:maj7
62.000	64.000	E:7(#9)
64.000	68.000	A:min7
68.000	72.000	D:7
72.000	80.000	G:maj7
80.000	84.000	F#:hdim7
84.000	88.000	B:7
88.000	92.000	E:maj7
92.000	96.000	C:7(#5)
96.000	100.000	F:min7
100.000	104.000	Bb:min7
104.000	108.000	Eb:7
108.000	112.000	Ab:maj7
112.000	116.000	Db:maj7
116.000	120.000	Gb:7(13)
120.000	124.000	C:min7
124.000	128.000	B:dim7
128.000	132.000	Bb:min7
132.000	136.000	Eb:7
136.000	140.000	Ab:maj7
140.000	142.000	G:hdim7
142.000	144.000	C:7(b9)
